171,470,420,390,315,350,455,660,510,640
145,305,490,455,510,320,420,515,390,535
190,360,470,475,315,375,340,285,320,480
195,355,440,505,410,530,305,290,280,425
280,460,705,461,470,395,295,335,280,360
410,395,510,580,445,350,445,335,330,360
